sale_id,sale_date,customer_id,product_id,quantity,unit_price,total_amount,store_id,payment_type,discount
3700,Jul 04 2018,558.0,X300,0,395,0,S03,NetBanking,-50
3701,19/05/2018,1148.0,478,2,₹612,1224,S02,CASH,0
3702,2020.08.07,954.0,X300,0,0,0,S03,card,10
3703,2022-10-14,263.0,118,2,N/A,error,S03,CASH,-50
3704,2015-10-03,1349.0,423,2,N/A,error,S01,upi,0
3705,12/07/2016,719.0,,2,0,0,S01,card,0
3706,2020.01.28,1454.0,X300,one,1637,error,S02,card,N/A
3707,2018-09-22,608.0,,1,0,0,S01,Credit Card,5%
3708,Jul 25 2023,1401.0,X300,one,N/A,error,S03,upi,-50
3709,2015.11.24,836.0,419,1,0,2,,Credit Card,10
3710,2017-03-27,601.0,,0,N/A,error, ,NetBanking,5%
3710,14/11/2021,1364.0,,-1,3764,-3507,S03,card,0
3712,2015-05-26,493.0,390,0,N/A,error, ,card,N/A
3713,2015-08-20,135.0,,3,4719,14157,,CASH,N/A
3714,07/05/2025,746.0,415,1,0,0,S01,upi,10
3715,2018.09.30,141.0,225,one,N/A,error, ,upi,-50
3716,2015-08-08,267.0,,one,"₹1,072",error,S02,CASH,N/A
3717,Jun 22 2018,789.0,122,1,1959,1959,,Credit Card,10
3718,Jan 16 2023,1428.0,X300,1,0,0,S02,Credit Card,N/A
3719,Apr 27 2019,1506.0,,-1,N/A,error, ,upi,0
3720,Mar 18 2016,147.0,X300,2,N/A,error, ,card,N/A
3721,Jan 29 2021,952.0,X300,0,0,0,,upi,-50
3722,2022-09-29,252.0,,0,0,0,,Credit Card,10
3723,11/06/2017,562.0,,-1,0,0,S02,NetBanking,5%
3724,Jan 23 2024,1247.0,X300,-1,0,0,S02,CASH,0
3725,2016.12.09,634.0,X300,1,"₹3,835",3835, ,upi,-50
3726,Jun 25 2016,1177.0,225,1,N/A,error,S03,Credit Card,-50
3727,Dec 17 2022,330.0,X300,0,0,0, ,upi,5%
3728,11/03/2023,16.0,283,2,"₹3,826",7379,S01,NetBanking,5%
3729,2023-11-24,610.0,368,1,0,0, ,NetBanking,5%
3730,04/02/2022,13.0,X300,1,"₹2,983",2983,S01,CASH,N/A
3731,23/04/2025,604.0,85,2,"₹1,918",3836,S01,card,-50
3732,20/08/2019,332.0,,-1,2970,-2970,,card,0
3733,2021-09-22,1491.0,X300,-1,2994,-2509,S03,Credit Card,-50
3734,Feb 19 2016,1526.0,85,3,N/A,error,S01,NetBanking,N/A
3735,18/05/2023,314.0,,one,0,error,S03,upi,5%
3736,Apr 05 2019,642.0,,0,N/A,error, ,CASH,5%
3737,07/05/2018,1013.0,269,3,N/A,error, ,Credit Card,N/A
3738,2016-11-11,1051.0,320,3,2538,7500,S02,CASH,10
3739,2017.04.30,282.0,,1,0,0,S03,Credit Card,0
3740,2023.04.29,1374.0,,2,1233,2466,S03,NetBanking,0
3741,08/11/2016,805.0,X300,one,"₹3,118",error,S02,card,N/A
3742,2025.12.07,585.0,245,0,4463,0,,Credit Card,5%
3743,2025-10-25,1466.0,506,3,0,0,S03,NetBanking,10
3744,Aug 08 2023,88.0,,-1,"₹2,997",-2997,S01,NetBanking,5%
3745,2015-11-02,1498.0,X300,-1,"₹1,644",-1644,S01,upi,5%
3746,2018-09-07,1212.0,,one,"₹2,935",error,S01,upi,-50
3747,17/05/2017,1498.0,467,0,N/A,error,S03,cash ,N/A
3748,2017.05.01,146.0,,one,"₹1,982",error,,CASH,5%
3749,2017-10-22,293.0,,one,0,error,S03,NetBanking,-50
3750,Nov 26 2016,632.0,,2,"₹1,328",2465,,upi,10
3751,2016-07-06,489.0,,one,0,error,S03,card,-50
3752,Mar 24 2021,767.0,X300,1,0,0,S03,card,N/A
3753,2018-09-27,405.0,X300,2,N/A,error,S01,Credit Card,5%
3754,2017.04.16,346.0,411,one,N/A,error,S01,NetBanking,N/A
3755,2016-11-04,1579.0,,1,"₹2,503",2503,S03,Credit Card,0
3756,2023.01.03,1000.0,,-1,2910,-2910,S03,CASH,0
3757,2017.02.25,392.0,X300,1,0,0,S03,upi,-50
3758,Feb 21 2021,1305.0,117,2,0,0,,Credit Card,0
3759,2016.11.14,791.0,X300,1,"₹2,187",2187, ,NetBanking,N/A
3760,28/07/2019,4.0,249,0,0,0, ,NetBanking,10
3761,2025.01.15,349.0,X300,1,"₹3,584",3584,,Credit Card,0
3761,2025-03-25,1290.0,307,one,3728,error,,NetBanking,10
3763,22/07/2023,803.0,,-1,0,0,,upi,5%
3764,2017.04.28,1289.0,,-1,0,0,S03,upi,10
3765,2020.03.22,21.0,X300,0,0,0,S01,upi,-50
3766,2024.02.27,1032.0,X300,2,"₹1,021",2042,S01,upi,10
3767,Nov 15 2023,1060.0,64,2,395,790,,cash ,-50
3768,07/12/2023,402.0,,one,0,error,S03,cash ,-50
3769,Nov 13 2022,672.0,X300,one,0,error, ,NetBanking,N/A
3770,2015-01-30,663.0,,-1,N/A,error,S03,Credit Card,5%
3771,Oct 19 2018,240.0,X300,2,N/A,error, ,Credit Card,0
3772,2020-10-02,189.0,298,3,2508,7215,S03,card,-50
3773,2021-03-14,827.0,X300,one,N/A,error,S02,CASH,5%
3774,2024.09.17,1296.0,163,2,2008,4016,S02,card,0
3775,2024-02-08,1441.0,,1,1525,1249,S01,card,10
3776,Nov 06 2024,1160.0,219,1,N/A,error, ,Credit Card,10
3777,2015-03-20,1573.0,X300,one,1260,error,,NetBanking,5%
3778,06/09/2020,1485.0,514,one,"₹3,018",error,S02,card,10
3779,Nov 23 2015,813.0,211,one,0,error,S03,card,10
3780,May 23 2017,346.0,X300,0,4493,0,S03,NetBanking,-50
3781,27/10/2019,1541.0,305,2,2963,5926,S01,upi,N/A
3782,31/10/2015,51.0,325,0,1797,0,S03,upi,-50
3783,Mar 12 2019,147.0,31,-1,0,0,S02,Credit Card,10
3784,Jun 27 2019,1128.0,X300,-1,0,0,S01,upi,0
3785,2025-07-26,1367.0,X300,-1,101,50,S02,NetBanking,N/A
3786,25/05/2020,381.0,173,2,N/A,error,S03,CASH,10
3787,2025-04-01,1433.0,,2,1269,2538,S02,Credit Card,-50
3788,2020.01.26,1449.0,X300,2,"₹2,025",4050,S02,CASH,10
3789,2021.11.23,386.0,,-1,0,-105,S02,upi,10
3790,2016-10-06,973.0,352,2,"₹4,778",9556,S02,Credit Card,N/A
3791,12/10/2018,1382.0,X300,3,0,-261, ,cash ,N/A
3792,2018.01.04,881.0,X300,1,N/A,error,S03,cash ,5%
3793,2015.09.12,736.0,413,-1,0,0,S02,NetBanking,0
3794,27/03/2021,869.0,,1,0,0,S01,Credit Card,0
3795,2015.01.08,1317.0,X300,1,"₹3,541",3541,S02,CASH,-50
3796,2018.12.24,1045.0,X300,0,4339,0,S01,NetBanking,N/A
3797,Nov 24 2025,888.0,203,-1,₹618,-618,,upi,-50
3798,2020-05-25,1152.0,X300,-1,1982,-2103, ,upi,10
3799,2023.10.01,1537.0,X300,3,0,0,S02,card,-50
3800,2024-03-26,1452.0,X300,3,0,-254,S02,upi,N/A
3801,Sep 26 2018,1104.0,X300,3,"₹4,489",13467,S03,upi,5%
3802,2020-06-14,574.0,518,1,N/A,error, ,card,N/A
3803,11/10/2021,1249.0,132,0,N/A,error,S01,cash ,10
3804,2021.02.11,91.0,,1,N/A,error,,upi,0
3805,Dec 30 2017,1276.0,,-1,N/A,error, ,cash ,10
3806,26/10/2020,148.0,304,0,"₹3,581",0,,card,N/A
3807,25/08/2023,1207.0,X300,1,"₹4,056",4056,,NetBanking,-50
3808,28/07/2016,1274.0,X300,one,"₹2,727",error, ,upi,0
3809,2025.05.01,755.0,,0,"₹4,026",0,S01,upi,0
3810,Feb 18 2023,328.0,,one,N/A,error,S01,CASH,-50
3811,2022-07-21,1331.0,X300,0,N/A,error, ,card,N/A
3812,Nov 25 2016,431.0,358,one,0,error,,card,0
3813,Dec 14 2024,592.0,,2,"₹2,500",5000,S03,upi,5%
3814,Jul 24 2025,940.0,383,1,139,101,S01,card,10
3815,25/10/2021,826.0,X300,3,4831,14493,S01,cash ,5%
3816,30/04/2015,37.0,,1,0,0,S03,Credit Card,5%
3817,Mar 16 2023,885.0,X300,-1,0,0,S01,cash ,10
3818,21/02/2020,160.0,,one,0,error,S02,cash ,-50
3819,2018-01-31,834.0,X300,2,"₹4,604",9208, ,NetBanking,-50
3820,May 29 2019,676.0,,0,0,0,S02,card,-50
3821,2016.02.06,248.0,503,0,0,315,S02,CASH,-50
3822,2016.08.15,428.0,,2,0,0,,CASH,-50
3823,2022.01.07,1305.0,,one,0,error,S02,card,N/A
3824,17/05/2022,1238.0,X300,3,0,-245,S02,upi,-50
3825,Oct 26 2016,1561.0,112,2,N/A,error,S03,CASH,10
3826,2024-12-02,1124.0,63,one,2942,error,S01,upi,5%
3827,2015.09.30,28.0,268,1,"₹4,320",4320,,NetBanking,N/A
3828,2017-09-05,608.0,32,one,N/A,error,S03,upi,5%
3829,Aug 18 2015,1003.0,X300,2,0,0,,cash ,-50
3830,Feb 07 2015,1471.0,421,2,N/A,error,S01,cash ,5%
3831,10/05/2022,907.0,,one,N/A,error,S03,NetBanking,N/A
3832,Jan 31 2015,616.0,446,-1,"₹1,032",-1032,,Credit Card,-50
3833,02/09/2019,750.0,,1,N/A,error, ,Credit Card,N/A
3834,2019.11.27,1325.0,X300,0,0,123,S02,Credit Card,N/A
3835,01/01/2016,1584.0,344,0,374,0,S01,Credit Card,0
3836,30/09/2025,131.0,,3,"₹4,982",14946,,upi,0
3837,Nov 13 2018,1569.0,X300,3,N/A,error,S02,Credit Card,N/A
3838,2015.04.25,251.0,X300,1,"₹4,251",4251,S02,CASH,10
3839,Mar 11 2016,476.0,,1,N/A,error,S01,upi,5%
3840,2016-10-02,1218.0,174,one,N/A,error,S01,NetBanking,10
3841,19/09/2019,1408.0,X300,one,N/A,error, ,NetBanking,N/A
3842,02/02/2020,1221.0,X300,one,"₹2,229",error,S01,NetBanking,10
3843,Apr 21 2023,1194.0,,3,1538,4614,S02,Credit Card,N/A
3844,Sep 27 2020,1569.0,339,3,2330,7419, ,cash ,5%
3845,2025-08-16,1276.0,X300,1,4613,4613,,upi,-50
3846,Jul 22 2018,704.0,X300,1,N/A,error, ,CASH,10
3847,02/04/2020,209.0,X300,1,₹177,177, ,cash ,-50
3848,Dec 10 2017,48.0,405,0,N/A,error,S03,NetBanking,0
3849,Jul 05 2022,1533.0,X300,1,"₹4,578",4578,S03,Credit Card,-50
3850,Feb 18 2022,409.0,6,0,0,0,S02,CASH,0
3851,Jun 17 2019,1219.0,X300,one,0,error,S02,NetBanking,N/A
3852,Sep 17 2023,881.0,,1,0,0,,cash ,N/A
3853,04/05/2024,720.0,,one,318,error,S01,CASH,10
3854,2015.07.26,139.0,,-1,0,0,S03,card,N/A
3855,Mar 05 2024,487.0,X300,one,0,error,S01,cash ,0
3856,2019.06.03,231.0,X300,0,"₹4,529",0,,card,10
3857,14/06/2023,878.0,,1,₹823,823,S02,Credit Card,5%
3858,2024-05-15,1295.0,435,1,0,0,S02,card,5%
3859,2019.09.08,347.0,,one,0,error, ,card,10
3860,Apr 18 2024,53.0,535,1,0,0,,Credit Card,0
3861,2020-01-24,413.0,,one,N/A,error,S01,NetBanking,-50
3862,2022-01-29,432.0,,2,N/A,error,S03,upi,10
3863,2018-08-29,1568.0,,2,0,0, ,upi,5%
3864,Feb 18 2018,174.0,X300,-1,"₹2,437",-2437, ,upi,0
3865,2018-05-17,1212.0,X300,0,1803,0,S01,cash ,10
3866,Oct 15 2025,1175.0,X300,0,1036,0,,cash ,N/A
3867,18/05/2019,665.0,X300,1,N/A,error, ,upi,-50
3868,2020-03-21,1069.0,89,-1,0,0,S01,NetBanking,N/A
3869,30/10/2017,441.0,,1,₹836,836, ,Credit Card,0
3870,2023.04.07,730.0,249,1,0,0,S01,card,10
3871,Jan 25 2015,636.0,,-1,0,0,,CASH,-50
3872,Feb 05 2021,1102.0,71,0,3801,0,S01,CASH,10
3873,2019-07-28,263.0,394,0,"₹2,987",448,S03,card,-50
3874,Oct 25 2023,1377.0,X300,one,1485,error,,NetBanking,-50
3875,Aug 16 2015,1246.0,371,0,N/A,error,S01,CASH,0
3876,2018-05-23,475.0,,one,1868,error,S03,card,10
3877,2025-04-14,1559.0,,0,4752,-191, ,upi,0
3878,29/09/2018,1007.0,405,3,N/A,error,S01,Credit Card,N/A
3879,Nov 10 2018,373.0,95,0,2062,0, ,card,10
3880,2016.09.30,1152.0,,0,N/A,error,S02,upi,N/A
3881,2023-04-08,925.0,286,1,0,397,,Credit Card,-50
3882,May 20 2022,12.0,121,0,0,0,S03,Credit Card,5%
3883,2025-11-19,1353.0,X300,0,3087,0,S01,card,0
3884,Jan 12 2020,1367.0,,0,"₹4,224",0,S02,cash ,-50
3885,26/01/2016,1487.0,,0,N/A,error,S03,upi,-50
3886,2017.05.24,828.0,X300,3,0,477,S03,cash ,5%
3887,Apr 20 2022,1362.0,X300,one,3670,error, ,CASH,0
3888,Feb 14 2021,910.0,,3,N/A,error,S01,CASH,N/A
3889,2021-01-12,440.0,48,-1,671,-1066, ,cash ,5%
3890,2015-05-30,923.0,,3,N/A,error,S02,card,-50
3891,2018.08.04,1160.0,436,1,"₹2,116",2116,S01,NetBanking,10
3892,Feb 16 2017,1076.0,,2,N/A,error,S01,cash ,-50
3893,2015.12.06,1557.0,509,0,0,0,S02,upi,0
3894,2015-06-06,168.0,X300,one,0,error,S03,CASH,N/A
3895,Jun 11 2015,216.0,,0,0,0,S02,NetBanking,10
3896,2025.05.31,1405.0,509,one,0,error,,cash ,5%
3897,2023-03-28,1138.0,X300,3,229,687,S02,card,5%
3898,2024-07-09,639.0,,2,"₹4,396",8792,S01,upi,N/A
3899,2019-08-29,294.0,191,-1,N/A,error, ,Credit Card,N/A
3900,2015.02.28,1362.0,X300,1,N/A,error, ,upi,5%
3901,Jun 09 2017,1309.0,X300,1,2925,2925,S03,cash ,10
3902,2015.11.27,1428.0,448,1,1138,1138,S02,upi,0
3903,2018.06.24,1095.0,,1,"₹1,394",1782,S03,NetBanking,10
3904,May 14 2016,889.0,,0,3868,0,,CASH,10
3905,12/12/2018,456.0,360,3,₹736,2208,,cash ,5%
3906,Apr 27 2020,1046.0,322,1,1927,1927,S03,NetBanking,5%
3907,Jun 02 2017,777.0,,2,N/A,error, ,card,-50
3908,2021.06.18,447.0,,-1,0,0,S03,NetBanking,-50
3909,2021-07-06,1092.0,X300,3,"₹2,353",6635,S02,CASH,5%
3910,24/07/2019,438.0,X300,-1,0,13,,upi,N/A
3911,2020.08.28,1431.0,37,-1,N/A,error,S02,NetBanking,N/A
3912,01/02/2023,409.0,412,0,1194,0, ,Credit Card,0
3913,2023.02.26,543.0,X300,2,N/A,error,S02,NetBanking,10
3914,14/11/2023,75.0,X300,one,4188,error,,upi,N/A
3915,2020.02.21,638.0,,one,"₹3,771",error,,cash ,10
3916,Dec 26 2020,121.0,,1,₹893,803,,card,5%
3917,Apr 05 2020,684.0,,-1,1630,-1630,S03,NetBanking,N/A
3918,2017-10-31,1026.0,X300,3,3360,10080,S02,card,N/A
3919,2017.07.20,474.0,418,one,N/A,error,S01,CASH,-50
3920,Oct 28 2025,1388.0,30,0,0,-237,S01,card,5%
3921,Mar 27 2024,1170.0,X300,2,0,0,,cash ,0
3922,2015-01-03,980.0,,3,0,0,,NetBanking,10
3923,2015.04.24,985.0,X300,-1,0,0,,Credit Card,N/A
3924,2024.01.12,1376.0,X300,one,N/A,error, ,cash ,5%
3925,2016-05-20,957.0,X300,-1,N/A,error,S02,card,10
3926,2015-05-08,1057.0,287,one,1512,error,,Credit Card,5%
3927,2019-10-16,706.0,,2,N/A,error,,Credit Card,10
3928,12/10/2020,1264.0,,3,N/A,error, ,card,10
3929,2016.08.29,438.0,489,0,"₹2,411",0,S03,card,-50
3930,10/03/2021,1195.0,5,2,0,0,S03,upi,5%
3931,2023.12.15,1420.0,61,1,669,312,S01,NetBanking,0
3932,2022-10-30,1020.0,255,one,0,error,S02,upi,-50
3933,Nov 21 2024,967.0,,1,N/A,error, ,cash ,0
3934,2018-10-30,925.0,,1,N/A,error,S01,Credit Card,5%
3935,2024-05-18,172.0,,one,N/A,error,S01,card,-50
3936,03/02/2025,132.0,,1,N/A,error,,cash ,5%
3937,Aug 28 2017,693.0,335,3,0,0,S02,CASH,10
3938,05/12/2025,702.0,,0,0,0,S02,NetBanking,10
3939,Nov 27 2016,585.0,106,0,"₹3,088",0,S01,CASH,10
3940,Mar 06 2022,1038.0,X300,3,N/A,error,S03,NetBanking,5%
3941,2023-02-21,989.0,73,one,"₹1,638",error,,upi,10
3942,2020-08-21,724.0,X300,3,"₹3,028",9084,S01,cash ,10
3943,2018.06.12,1418.0,,-1,1370,-1370, ,upi,0
3944,Sep 03 2015,1104.0,X300,0,N/A,error, ,card,-50
3945,2022.08.03,295.0,305,-1,"₹2,972",-2972, ,cash ,0
3946,Jul 01 2021,1543.0,9,1,₹550,550,S03,NetBanking,0
3947,2019-01-04,588.0,,-1,"₹1,698",-1711,S03,upi,N/A
3948,2023.09.05,914.0,446,1,"₹3,406",3558,S01,card,10
3949,2018.02.17,178.0,,2,N/A,error,S02,Credit Card,-50
3950,Oct 04 2020,560.0,X300,0,"₹4,062",51,S01,NetBanking,5%
3951,19/04/2018,805.0,X300,0,0,0,S01,card,10
3952,Oct 10 2015,590.0,X300,one,N/A,error,S02,card,5%
3953,2019.07.10,1556.0,X300,2,4178,8356, ,NetBanking,0
3954,09/11/2025,83.0,,0,0,-222,,CASH,N/A
3955,01/01/2019,518.0,179,2,"₹3,879",7296,S02,Credit Card,10
3956,2022.04.01,203.0,,3,0,201,S01,CASH,0
3957,15/03/2021,227.0,387,1,N/A,error,S03,CASH,-50
3958,Apr 29 2017,1589.0,,1,4349,4349, ,upi,5%
3959,18/11/2025,465.0,461,2,857,1714, ,card,10
3960,02/01/2022,250.0,X300,3,2410,7230,S01,Credit Card,N/A
3961,05/05/2022,1074.0,,1,714,527,S02,cash ,N/A
3962,Sep 22 2022,52.0,312,-1,815,-815,,card,N/A
3963,2023-06-22,251.0,,-1,4638,-4638,S02,cash ,N/A
3964,2019.05.15,1409.0,400,-1,₹831,-831,S03,cash ,N/A
3965,Feb 17 2017,1039.0,,2,4849,9698, ,NetBanking,5%
3966,2022.02.20,1324.0,,0,0,0, ,upi,N/A
3967,2023-08-25,188.0,,-1,0,0,S03,CASH,5%
3968,07/01/2020,1219.0,215,2,1826,3652,S02,CASH,-50
3969,2016-07-30,1321.0,,0,N/A,error,S02,upi,N/A
3970,Nov 22 2022,1443.0,,2,"₹2,573",5146,S01,Credit Card,-50
3971,08/02/2021,1124.0,471,2,4859,9718,S01,NetBanking,N/A
3972,Jan 09 2017,164.0,291,0,0,-390,S03,card,-50
3973,04/02/2023,814.0,211,3,0,0,S02,card,-50
3974,2016.12.16,779.0,395,one,"₹1,749",error,,NetBanking,10
3975,2025-02-13,651.0,,0,"₹1,200",0,S01,Credit Card,N/A
3976,09/06/2015,1344.0,148,3,1468,4404,S03,upi,N/A
3977,30/10/2018,344.0,485,3,0,0,S01,upi,10
3978,2019.01.29,862.0,X300,-1,725,-941,S03,NetBanking,5%
3979,2015-03-14,534.0,,0,3855,-478,,upi,5%
3980,17/08/2021,1380.0,136,2,"₹2,849",5698,S03,CASH,-50
3981,Sep 21 2015,1574.0,32,3,"₹3,709",11127,S01,Credit Card,-50
3982,2021-12-28,737.0,,3,N/A,error,S03,Credit Card,0
3983,Dec 12 2023,1064.0,274,-1,"₹3,952",-3740,S02,NetBanking,N/A
3984,2017.07.13,389.0,520,one,0,error,S03,CASH,10
3985,20/03/2021,972.0,,3,0,0,,card,5%
3986,12/07/2015,1229.0,X300,1,N/A,error, ,Credit Card,5%
3987,09/08/2020,763.0,X300,-1,1239,-1239,S03,CASH,-50
3988,24/06/2024,8.0,,1,0,0,S02,Credit Card,0
3989,2015-06-06,41.0,X300,one,"₹4,472",error,S02,NetBanking,N/A
3990,2023.07.28,513.0,X300,2,"₹4,962",9924,S02,Credit Card,10
3991,2023-09-12,1215.0,144,3,N/A,error,,cash ,10
3992,2023.03.17,106.0,,-1,₹359,-359,S01,Credit Card,N/A
3993,Oct 25 2021,1464.0,,-1,2039,-2039, ,Credit Card,0
3994,2016-10-09,429.0,X300,2,0,0,S03,card,5%
3995,Jun 13 2024,84.0,,one,₹563,error,S01,CASH,-50
3996,Nov 24 2015,52.0,,-1,434,-181,,card,0
3997,2017-08-01,742.0,,-1,0,0,S02,upi,10
3998,2017.03.04,1442.0,X300,3,3790,11370,S03,Credit Card,-50
3999,18/09/2024,910.0,X300,1,3562,3593, ,card,5%
4000,2016-05-07,294.0,X300,1,N/A,error,S01,Credit Card,10
4001,2025.10.23,1551.0,X300,3,0,0, ,NetBanking,10
4002,2019-11-02,638.0,X300,1,1757,1757, ,upi,5%
4003,21/02/2019,475.0,X300,one,0,error,S03,cash ,N/A
4004,2019-11-01,516.0,X300,3,₹472,1416,S02,Credit Card,-50
4005,Jun 06 2023,470.0,,one,2459,error,S03,card,5%
4006,Sep 24 2025,952.0,X300,2,"₹2,663",5326,S02,NetBanking,-50
4007,Nov 17 2019,1077.0,356,one,1425,error,S02,Credit Card,N/A
4008,2023.11.23,1365.0,,2,0,0,,CASH,N/A
4009,2016.12.07,1444.0,,3,N/A,error,S01,CASH,5%
4010,05/08/2019,430.0,329,2,N/A,error, ,Credit Card,0
4011,Feb 23 2017,1050.0,X300,0,0,0,,NetBanking,N/A
4012,21/10/2021,475.0,,0,965,0, ,Credit Card,N/A
4013,16/10/2016,343.0,X300,2,0,0,S03,NetBanking,N/A
4014,Apr 14 2020,578.0,X300,-1,1058,-1058, ,NetBanking,-50
4015,2015-11-08,1252.0,,0,925,0,S01,cash ,10
4016,2020-06-11,1070.0,X300,3,3022,9066,S01,Credit Card,10
4017,Nov 08 2019,1170.0,360,2,1448,2577,S03,CASH,10
4018,2015-04-30,758.0,363,-1,0,0, ,Credit Card,0
4019,13/07/2015,894.0,,0,0,0,S03,NetBanking,0
4020,May 25 2019,490.0,X300,0,0,0,S03,card,N/A
4021,2023-05-20,1321.0,,1,"₹3,033",2604,S01,NetBanking,5%
4022,2025.01.28,1496.0,X300,2,N/A,error,S01,cash ,0
4023,Jun 13 2017,1300.0,33,0,"₹4,723",0, ,upi,-50
4024,22/07/2024,996.0,146,0,"₹4,903",0, ,CASH,-50
4025,2021-09-13,117.0,X300,1,0,0,S02,NetBanking,-50
4026,Dec 27 2023,476.0,X300,one,"₹1,370",error,S02,cash ,-50
4027,Jun 26 2016,816.0,515,one,0,error, ,NetBanking,10
4028,2016.01.23,273.0,X300,3,0,0,S03,CASH,5%
4029,2024.04.23,1383.0,243,one,"₹2,930",error,,Credit Card,N/A
4030,2017-12-16,728.0,,3,"₹3,158",9474,S03,cash ,10
4031,07/02/2022,904.0,525,-1,0,472,,card,5%
4032,2020.02.10,593.0,X300,-1,0,0,S02,cash ,0
4033,2025.04.09,316.0,338,3,N/A,error,S03,cash ,N/A
4034,22/12/2016,1573.0,X300,0,0,145,S01,cash ,10
4035,2020.11.14,1429.0,,2,N/A,error,,NetBanking,N/A
4036,2024.06.27,1155.0,X300,-1,1674,-2115,S03,Credit Card,10
4037,2022-08-14,1518.0,X300,-1,0,0,S03,NetBanking,N/A
4038,Oct 15 2023,1094.0,184,one,"₹1,487",error, ,cash ,0
4038,2016.11.27,1263.0,,2,"₹2,324",4648,,Credit Card,N/A
4040,2015-06-23,770.0,,-1,N/A,error,S02,CASH,10
4041,2016.04.15,664.0,,-1,"₹4,856",-4856, ,CASH,5%
4042,2019.04.12,1529.0,,2,N/A,error,S03,CASH,0
4043,2015.04.20,913.0,,1,N/A,error,S03,card,5%
4044,2016.09.18,450.0,48,2,0,29,S01,Credit Card,N/A
4045,Aug 08 2019,1512.0,,2,N/A,error,S02,cash ,0
4046,25/08/2015,1413.0,57,1,N/A,error,S01,CASH,5%
4047,2021-09-19,1533.0,416,-1,"₹1,634",-1634,,cash ,N/A
4048,2023-04-24,459.0,X300,2,N/A,error, ,cash ,-50
4049,Jun 19 2016,1328.0,536,2,1505,3010,S01,NetBanking,-50
4050,08/11/2024,328.0,X300,2,"₹4,804",9608, ,NetBanking,5%
4051,2017.07.16,514.0,80,3,0,0,S02,CASH,N/A
4052,Jul 21 2024,241.0,128,0,0,0,S01,card,5%
4053,Apr 20 2021,1088.0,X300,3,2553,7659,S02,Credit Card,N/A
4054,2022-11-03,799.0,,0,N/A,error,S02,Credit Card,-50
4055,2025-04-14,124.0,,2,₹617,1234, ,card,N/A
4056,Sep 03 2018,1149.0,X300,-1,2582,-2582,S03,NetBanking,-50
4057,13/03/2023,1538.0,,one,N/A,error, ,upi,5%
4058,19/12/2022,316.0,X300,one,N/A,error,,upi,10
4059,Jun 04 2023,875.0,,0,"₹1,108",-141,S01,card,5%
4060,2025-02-18,348.0,,one,"₹1,117",error,S01,upi,0
4061,Jun 10 2020,1361.0,,one,0,error, ,upi,N/A
4061,08/03/2017,65.0,X300,0,0,0,S02,card,N/A
4063,2025-10-29,609.0,292,one,"₹1,028",error,S03,card,N/A
4064,2024.05.12,696.0,X300,0,"₹4,090",0,S03,Credit Card,5%
4065,07/01/2017,916.0,,0,N/A,error,,CASH,5%
4066,2016.08.18,1579.0,,-1,"₹1,973",-1973,S01,card,0
4067,2019-07-26,1287.0,X300,1,₹336,336,S02,CASH,10
4068,30/03/2017,1173.0,,one,0,error,S02,upi,0
4069,2025.09.18,115.0,X300,1,N/A,error,S03,CASH,0
4070,2016-07-04,112.0,X300,one,4078,error,S02,Credit Card,N/A
4071,Mar 15 2023,1565.0,190,3,3157,9471,S01,NetBanking,10
4072,2020-10-15,1313.0,,0,0,0,,cash ,0
4073,31/07/2015,146.0,235,one,₹276,error, ,upi,0
4074,17/12/2019,1454.0,,1,0,132,S01,NetBanking,5%
4075,29/01/2016,1391.0,,3,0,0,S03,cash ,5%
4076,2016-11-28,1424.0,X300,1,0,0,S02,Credit Card,-50
4077,2018.10.31,841.0,203,1,N/A,error,,cash ,N/A
4078,2023.07.30,227.0,X300,3,0,-205,,cash ,-50
4079,2018.12.24,361.0,160,one,N/A,error, ,NetBanking,N/A
4080,Dec 03 2023,1207.0,X300,2,N/A,error,S02,Credit Card,10
4081,Jan 11 2018,788.0,X300,one,N/A,error, ,NetBanking,0
4082,May 08 2021,691.0,262,2,0,0,S02,upi,N/A
4083,10/07/2021,35.0,299,-1,"₹2,549",-2549,S01,card,10
4084,2025-05-08,73.0,X300,1,857,857,,CASH,10
4085,2020.05.13,312.0,,3,N/A,error,,cash ,0
4086,Feb 08 2015,1420.0,274,0,0,0,S03,NetBanking,-50
4087,14/11/2016,308.0,X300,3,N/A,error,S01,card,5%
4087,2022-07-22,938.0,,0,0,462,S02,upi,5%
4089,20/12/2015,1135.0,X300,2,4575,9150,S03,card,10
4090,2023.09.24,1114.0,,2,0,0,S02,card,10
4091,2021-05-16,744.0,170,-1,0,-261,S03,CASH,5%
4092,2016-09-08,643.0,X300,one,3988,error, ,card,-50
4093,09/09/2018,914.0,X300,1,0,0, ,CASH,10
4094,2017-04-02,1415.0,X300,2,3280,6540,S02,upi,0
4095,2023-08-28,748.0,,1,996,996, ,card,-50
4096,07/09/2023,283.0,,-1,0,117,,cash ,10
4097,28/01/2020,150.0,501,0,2522,-476, ,upi,N/A
4098,2020.07.20,781.0,410,0,"₹4,316",0, ,Credit Card,10
4099,2024.07.18,520.0,477,one,"₹1,737",error,S03,card,0
4100,Aug 30 2019,232.0,X300,-1,645,-575,S03,CASH,5%
4101,Jun 12 2019,998.0,,1,"₹2,750",2750,,cash ,-50
